director_name,actor_1_name
Leonard Farlinger,Keith Carradine
Billy Bob Thornton,Robert Duvall
Eli Roth,Jay Hernandez
Nicolas Winding Refn,Ryan Gosling
Jeff Nichols,Katy Mixon
Michael Winterbottom,Steve Coogan
Frank LaLoggia,Alex Rocco
Jeremy Brock,Rupert Grint
Sam Peckinpah,James Coburn
Christophe Ali,Denis Lavant
Shekar,Bhama
Shona Auerbach,Gerard Butler
Tom Kalin,Eddie Redmayne
Dennis Hopper,Raymond Burr
Hugh Wilson,Steve Guttenberg
Mike Newell,Kristin Scott Thomas
Randal Kleiser,Brooke Shields
Amy Heckerling,Jennifer Jason Leigh
,Dan Fogler
Spike Lee,Philip Seymour Hoffman
John Huston,Royal Dano
Lana Wachowski,Christopher Meloni
Darren Aronofsky,Ellen Burstyn
Walter Lang,Dana Andrews
Carlos Saura,Mía Maestro
Oliver Stone,Jim Belushi
Richard Kelly,Jake Gyllenhaal
Jonas Åkerlund,Patrick Fugit
Todd Solondz,Rich Pecci
Henry Hobson,Joely Richardson
Lukas Moodysson,Oksana Akinshina
Agnieszka Wojtowicz-Vosloo,Liam Neeson
Barry Skolnick,Jason Statham
Nick Love,Hayley Atwell
Ernie Barbarash,Michael Jai White
Milos Forman,Scatman Crothers
Mel Brooks,Sid Caesar
Raja Menon,Nimrat Kaur
Niki Caro,Keisha Castle-Hughes
Jonathan Glazer,Ray Winstone
R. Balki,Vidya Balan
,Dorian Missick
George A. Romero,Julian Richings
Richard Kwietniowski,Jason Priestley
Bob Clark,Art Hindle
Neil Jordan,Jim Broadbent
Sofia Coppola,Scarlett Johansson
Woody Allen,Woody Allen
Cecil B. DeMille,Gloria Grahame
Rob Cohen,Ryan Guzman
Mike Figgis,Nicolas Cage
Marc Forster,Heath Ledger
Richard Linklater,Ellar Coltrane
Lisa Cholodenko,Josh Hutcherson
Michael Tiddes,Ashley Rickards
Ed Gass-Donnelly,Muse Watson
Dan O'Bannon,Linnea Quigley
John Carpenter,Meg Foster
John Sturges,James Coburn
William Arntz,Marlee Matlin
Woody Allen,Scarlett Johansson
DJ Pooh,Angell Conwell
DJ Pooh,Mo'Nique
Wayne Kramer,Estella Warren
John Huston,Montgomery Clift
Patrick Stettner,Robin Williams
James Melkonian,Vincent Pastore
Roger Avary,Ian Somerhalder
Alfred Hitchcock,Roscoe Lee Browne
Bob Odenkirk,Dylan Baker
Allison Anders,Salma Hayek
Steven Shainberg,Jeremy Davies
Rick de Oliveira,Laura Ramsey
Oliver Stone,Michael Wincott
Christopher Guest,Catherine O'Hara
Ron Fricke,Collin Alfredo St. Dic
John Dahl,Philip Baker Hall
Gavin Wiesen,Michael Angarano
Mike Mills,Kelli Garner
Kevin Smith,Anna Gunn
Dave McKean,Stephanie Leonidas
Ruggero Deodato,Michael Berryman
Mars Callahan,Chazz Palminteri
Mike Figgis,Kelly Macdonald
David Gordon Green,Nicolas Cage
Renny Harlin,Viggo Mortensen
Stefan Schwartz,Peter McNamara
Robert Lee King,Lauren Ambrose
Kevin Allen,Craig Ferguson
Richard Raymond,Tom Cullen
Jorge Ramírez Suárez,Hector Kotsifakis
Fernando León de Aranoa,Luis Tosar
David Schwimmer,Noah Emmerich
Barry Levinson,Anna Friel
Sam Miller,Rachel Griffiths
Dan Ireland,Salma Hayek
Jim Mickle,Connor Paolo
Stephen Kay,Keanu Reeves
Sam Levinson,George Kennedy
Ruba Nadda,Saad Siddiqui
Julian Gilbey,Ed Speleers
Vincenzo Natali,David Hewlett
Victor Fleming,Hattie McDaniel
Fred Zinnemann,Robert Shaw
Sidney Lumet,Robert Duvall
Alan Jacobs,Snoop Dogg
Dagur Kári,Alice Olivia Clarke
Sam Peckinpah,James Coburn
George Sidney,Keenan Wynn
Christopher Morris,Kayvan Novak
Peter Stebbings,Michael Kelly
Sam Peckinpah,Slim Pickens
John Schlesinger,Brenda Vaccaro
Jim Abrahams,Peter Graves
Peter Cattaneo,Tom Wilkinson
Albert Hughes,Jada Pinkett Smith
F. Gary Gray,Nia Long
Robert Eggers,Julian Richings
Michael Gornick,George Kennedy
Richard Brooks,John Forsythe
Fred Zinnemann,Colleen Dewhurst
Alfred Hitchcock,Bernard Cribbins
Jack Smight,Janet Leigh
Michael Martin,Joe Estevez
Edward Burns,John Mahoney
Bill Condon,Brendan Fraser
Sam Raimi,Ted Raimi
Louis C.K.,Wanda Sykes
Robert Cary,Frances Conroy
Warren P. Sonoda,Diahann Carroll
Adam Rapp,Zooey Deschanel
Angela Robinson,Jordana Brewster
Charles Ferguson,Jane Goodall
Avi Nesher,Fisher Stevens
Mel Brooks,Madeline Kahn
J.C. Chandor,Kevin Spacey
Clark Gregg,Anjelica Huston
Eldar Rapaport,Murray Bartlett
Damien Chazelle,J.K. Simmons
Alejandro Monteverde,Armando Riesco
Justin Kerrigan,Danny Dyer
Karen Moncrieff,James Franco
Jennifer Finnigan,Geoff Stults
Mark L. Lester,Roddy McDowall
Eric Styles,Samantha Morton
Roman Polanski,John Cassavetes
John Ford,Lee Marvin
Joshua Marston,Catalina Sandino Moreno
Mike Mills,Goran Visnjic
Max Mayer,Peter Gallagher
John Gulager,Krista Allen
Frank Capra,Donna Reed
Brandon Cronenberg,Sarah Gadon
Tod Williams,Sprague Grayden
James DeMonaco,Rhys Wakefield
Scott Derrickson,Danielle Kotch
Spike Lee,Bernie Mac
David Lean,William Holden
Yimou Zhang,Li Gong
Kirk Jones,James Nesbitt
Charles Martin Smith,Kevin Zegers
Michael Moore,Michael Moore
Jack Sholder,Clu Gulager
James Ivory,Julian Sands
Chuan Lu,Ye Liu
David Raynr,Nancy O'Dell
Billy Wilder,Fred MacMurray
Richard Brooks,Burl Ives
Ted Post,Linda Harrison
Adam Marcus,Kane Hodder
Patrick Read Johnson,Ariana Richards
Alfred Hitchcock,Ed Lauter
Alfred Hitchcock,Tamara Toumanova
Michel Gondry,Common
Michael Schultz,Blair Underwood
Richard Brooks,Shirley Jones
Benny Boom,Omari Hardwick
Stanley Kramer,Maximilian Schell
David Raynr,Donald Faison
Howard Hawks,Montgomery Clift
Richard Linklater,Seamus Davey-Fitzpatrick
Christopher Leitch,John Astin
Nnegest Likké,Mo'Nique
Don Coscarelli,Angus Scrimm
Michael Schultz,Loretta Devine
Patricia Cardoso,America Ferrera
Deepa Mehta,John Abraham
Damien O'Donnell,Archie Panjabi
Peter M. Cohen,Callie Thorne
Noah Baumbach,Greta Gerwig
Nicole Holofcener,Oliver Platt
Mel Stuart,Peter Ostrum
Anthony Hickox,Julian Sands
Tom Schulman,Kristy Swanson
Terrence Malick,Sam Shepard
Jill Sprecher,Matthew McConaughey
Enrique Begne,Kevin Pollak
Darren Stein,Julie Benz
Julian Schnabel,Gary Oldman
Gavin Hood,Terry Pheto
David Nixon,Robyn Lively
Todd Solondz,Philip Seymour Hoffman
George Gallo,Eddie Griffin
Kevin Smith,Johnny Depp
Whit Stillman,Greta Gerwig
Chan-wook Park,Min-sik Choi
Jason Eisener,Gregory Smith
Leslye Headland,Kirsten Dunst
Andrea Arnold,Michael Fassbender
Matthew Bright,Bokeem Woodbine
Michael Landon Jr.,William Morgan Sheppard
Deon Taylor,Matt Cohen
Tim Heidecker,Michael Gross
Conor McPherson,Aidan Quinn
Marco Kreuzpaintner,Alicja Bachleda
Kate Connor,Johnny Pacar
Jason Alexander,Gretchen Mol
Xavier Gens,Michael Biehn
Francesca Gregorini,Tom Everett Scott
Philip Zlotorynski,Neil Hopkins
Will Canon,Frank Grillo
David Wain,Christopher Meloni
Marcio Garcia,John Savage
Walter Salles,Fernanda Montenegro
Frank Capra,Ann-Margret
Susan Seidelman,Dyan Cannon
Heidi Ewing,Greg Crowe
Leon Ford,Maeve Dermody
Billy Wilder,Nehemiah Persoff
Alexandre Aja,Cécile De France
Mel Brooks,Madeline Kahn
Craig Brewer,Isaac Hayes
John Carl Buechler,Kane Hodder
Victor Fleming,Margaret Hamilton
George A. Romero,Megan Park
Carroll Ballard,Teri Garr
Victor Nunez,Peter Fonda
Rajkumar Hirani,Vidya Balan
Rohit Jugraj,Bhavkhandan Singh Rakhra
John Ford,Lee Marvin
Alex van Warmerdam,Rijk de Gooyer
Victor Fleming,Spencer Tracy
Mel Brooks,Madeline Kahn
Joseph Zito,Judie Aronson
Pawel Pawlikowski,Joanna Kulig
Stacy Peralta,Gerry Lopez
Tony Giglio,Brianna Brown
Stanley Donen,Rita Moreno
Michael Tiddes,Essence Atkins
Dinesh D'Souza,Barack Obama
Leslie Small,David Jason Perez
Zach Braff,Armando Riesco
Tom Hanks,Tom Hanks
Rob Zombie,Scout Taylor-Compton
Larry Charles,Bill Maher
Don Taylor,Roddy McDowall
Martin Ritt,Patricia Neal
James Ponsoldt,Shailene Woodley
Gus Van Sant,Keanu Reeves
Richard Linklater,Hanno Pöschl
Jake Schreier,Frank Langella
Éric Tessier,Patrick Huard
Alison Maclean,Billy Crudup
Isabel Coixet,Sarah Polley
Randall Miller,William Hurt
James Gunn,Linda Cardellini
Joshua Tickell,Larry David
Tim Boxell,Bruce McGill
James Dodson,Larry Miller
Reed Cowan,Dustin Lance Black
Alex Rivera,Leonor Varela
Michael D. Sellers,Katharine Ross
Juan José Campanella,Pablo Rago
Stefan Ruzowitzky,Benno Fürmann
Carmen Marron,Jossara Jinaro
Spike Lee,Bernie Mac
Robby Henson,Marc Blucas
Mike Judge,Anthony 'Citric' Campos
Shane Meadows,Stephen Graham
George Sidney,Esther Williams
Jon Gunn,Alexa PenaVega
George Sidney,Agnes Moorehead
Tim McCanlies,Ethan Embry
James Algar,Leopold Stokowski
William Friedkin,Roy Scheider
Danny Steinmann,Tiffany Helm
Michael Landon Jr.,Henry Thomas
Tay Garnett,Jessica Tandy
Harmage Singh Kalirai,Saeed Jaffrey
William Wyler,Myrna Loy
Larry Clark,Kelli Garner
Robert Fontaine,Michael Derek
Jaume Balagueró,Manuela Velasco
Alex Kendrick,Ben Davies
Terence Young,Robert Shaw
George Miller,Vernon Wells
Woody Allen,Woody Allen
Woody Allen,Woody Allen
David Robert Mitchell,Maika Monroe
Robert Mulligan,Robert Duvall
Chris Kentis,Eric Sheffer Stevens
Chia-Liang Liu,Andy Lau
Kimberly Peirce,Alicia Goranson
Jack Conway,Hedy Lamarr
Elia Kazan,Dean Stockwell
Robert Rossen,George C. Scott
Kevin Tenney,Kathleen Wilhoite
Sylvain Chomet,Michel Robin
Chris Eyre,Michael Greyeyes
Debra Granik,Jennifer Lawrence
Shari Springer Berman,Josh Hutcherson
Richard Linklater,Vernon Dobtcheff
Alejandro G. Iñárritu,Adriana Barraza
Catherine Hardwicke,Holly Hunter
Kevin Macdonald,Nicholas Aaron
Charles Ferguson,Matt Damon
Henry King,Tyrone Power
Miranda July,Najarra Townsend
Max Joseph,Vanessa Lengies
David Ayer,J.K. Simmons
Jim Jarmusch,Henry Silva
Jerry Jameson,David Oyelowo
Steven Soderbergh,Julia Roberts
Ari Folman,Ari Folman
,Stephen Colbert
John Cameron Mitchell,Sook-Yin Lee
Gary Rogers,Noah Danby
Marielle Heller,Alexander Skarsgård
Charles Ferguson,Campbell Scott
David Sington,John F. Kennedy
Kelly Reichardt,Bruce Greenwood
Bob Giraldi,Danny Aiello
Huck Botko,Matt Bennett
Jill Sprecher,Alanna Ubach
David Duchovny,Robin Williams
Mitchell Lichtenstein,Jess Weixler
Roland Emmerich,Jeremy Irvine
Laurie Collyer,Brad William Henke
Richard LaGravenese,Anna Kendrick
Lance Mungia,Jeffrey Falcon
Kundan Shah,Karisma Kapoor
Michael Dowse,Paul Kaye
Hue Rhodes,Peter Dinklage
Shane Meadows,Bob Hoskins
Jugal Hansraj,Saif Ali Khan
Danny Provenzano,Vincent Pastore
Hunter Richards,Jason Statham
Aaron Hann,Jordi Vilasuso
James Watkins,Michael Fassbender
Paul Bunnell,Kate Maberly
Phil Claydon,MyAnna Buring
Colin Minihan,Mackenzie Gray
John Simpson,Colin Salmon
Conor McMahon,Peter McQuinn
Simon Napier-Bell,Alice Cooper
Rodrigo Cortés,Ryan Reynolds
Tim Hunter,Keanu Reeves
James Marsh,Paul McGill
Sam Taylor-Johnson,Kristin Scott Thomas
Michael Polish,Peter Coyote
Jamal Hill,Logan Browning
Richard Ayoade,Craig Roberts
Jehane Noujaim,Khalid Abdalla
Remo,Lauren Gottlieb
Vijay Chandar,Hansika Motwani
Daniel Stamm,Caleb Landry Jones
Benh Zeitlin,Quvenzhané Wallis
J. Lee Thompson,Roddy McDowall
Ted Post,Clint Eastwood
Carlos Carrera,Damián Alcázar
Maggie Greenwald,Aidan Quinn
Vera Farmiga,Donna Murphy
Morgan Spurlock,Quentin Tarantino
Khyentse Norbu,Tshewang Dendup
Jonathan Wacks,Steve Buscemi
Lucky McKee,James Duval
Steven R. Monroe,Sarah Butler
Todd Field,Tom Wilkinson
J. Lee Thompson,Roddy McDowall
Ritesh Batra,Nawazuddin Siddiqui
Brad J. Silverman,Shawnee Smith
Mark Illsley,Ally Walker
Pawel Pawlikowski,Paddy Considine
Sally Potter,Shirley Henderson
Fred Zinnemann,Montgomery Clift
Frank Capra,Jean Arthur
Dave Meyers,Eddie Griffin
John Ford,Harry Carey Jr.
Francis Ford Coppola,Harrison Ford
David M. Matthews,Essence Atkins
Lluís Quílez,Stephen Rea
Eytan Fox,Ohad Knoller
Romesh Sharma,Annabelle Wallis
François Truffaut,Catherine Deneuve
Adam Goldberg,Judy Greer
James Wan,Lin Shaye
Adrienne Shelly,Lew Temple
John Stockwell,Matthew Ziff
Newt Arnold,Bolo Yeung
Frank Capra,Claude Rains
Larry Clark,Rosario Dawson
Noah Baumbach,William Baldwin
Charles Herman-Wurmfeld,Scott Cohen
Atom Egoyan,Bruce Greenwood
Maggie Carey,Donald Glover
Dror Moreh,Ami Ayalon
Vincent Gallo,Anjelica Huston
Alex Cox,Del Zamora
Rob Zombie,Sid Haig
Rebecca Miller,Beau Bridges
Simeon Rice,Ward G. Smith
Roger Avary,Eric Stoltz
Henry Bean,Ryan Gosling
David Gordon Green,Michael Angarano
Brad Anderson,Paul Guilfoyle
Jeff Garlin,Jessy Schram
John Sayles,Brian Lee Franklin
Adam Green,Joel David Moore
Bruce Campbell,Ted Raimi
Charles Chaplin,Paulette Goddard
Mark Brown,Vivica A. Fox
Pete Jones,Brian Dennehy
Adam Carolla,Jay Mohr
Ira Sachs,Rip Torn
James Mottern,Jimmy Bennett
Bruce McDonald,Stephen McHattie
Jaime Zevallos,Angela Sarafyan
Gerard Johnstone,Morgana O'Reilly
Robert Greenwald,Lee Scott
William Cottrell,Adriana Caselotti
Edward Dmytryk,Brigitte Bardot
Lucrecia Martel,Mía Maestro
Zak Penn,Zak Penn
Boris Rodriguez,Stephen McHattie
Guy Ritchie,Jason Statham
Robert M. Young,Barry Corbin
Steve Buscemi,Steve Buscemi
,Mary Lynn Rajskub
Ham Tran,Long Nguyen
Rich Cowan,Eric Dane
,James Morrison
Paul Donovan,Maury Chaykin
Arjun Sablok,Abhishek Bachchan
Jonathan Kesselman,Judy Greer
Tyler Oliver,Bella Thorne
Alfred Hitchcock,Laurence Olivier
Billy Wilder,Ray Milland
Douglas Cheek,Daniel Stern
Youssef Delara,Noel Gugliemi
Henry Hathaway,Joseph Cotten
James Wan,Michael Emerson
Steven Soderbergh,Peter Gallagher
Mira Nair,Naseeruddin Shah
Kenneth Lonergan,Matthew Broderick
Alfred Hitchcock,Jerry Mathers
David Boyd,Vivica A. Fox
Quentin Tarantino,Quentin Tarantino
Jamie Babbit,Natasha Lyonne
Walter Lang,Spring Byington
Steve Taylor,Jason Marsden
Laurent Bouhnik,Déborah Révy
Kurt Voss,Lemmy
Léa Pool,
James David Pasternak,Robin Williams
Adam Jay Epstein,Rich Ceraulo
Harold Cronk,Benjamin A. Onyango
Rob McKittrick,Ryan Reynolds
Shane Meadows,Paddy Considine
,Richard Cawthorne
Harry Gantz,
Panos Cosmatos,Chris Gauthier
Guy Maddin,Sarah Murphy-Dyson
Mona Fastvold,Christopher Abbott
Shimit Amin,Ranbir Kapoor
Michael Curtiz,Humphrey Bogart
John G. Avildsen,Sylvester Stallone
William Brent Bell,Fernanda Andrade
Tony Richardson,Albert Finney
Levan Gabriadze,Shelley Hennig
Martin Scorsese,Robert De Niro
Davis Guggenheim,Billy West
Bradley Parker,Jesse McCartney
Joe Dante,Patrick Macnee
Terence Young,Ursula Andress
Clive Barker,Andrew Robinson
Jeff Wadlow,Julian Morris
Derek Cianfrance,Ryan Gosling
Duncan Tucker,Kevin Zegers
Russ Meyer,Charles Napier
Robert D. Webb,James Drury
Allan Dwan,James Brown
Eli Roth,Daryl Sabara
Ben Lewin,W. Earl Brown
Martin Scorsese,Mick Jagger
Andrew Erwin,Rachel Hendrix
Craig Johnson,Ty Burrell
Morgan Neville,Sheryl Crow
Robert Kenner,Michael Pollan
Brad Anderson,Philip Seymour Hoffman
Gillian Robespierre,Gaby Hoffmann
Sean Durkin,Christopher Abbott
Courtney Hunt,Charlie McDermott
James Toback,Robert Downey Jr.
Greg Berlanti,Justin Theroux
Chris Paine,Ed Begley Jr.
Nicole Holofcener,Kevin Corrigan
Don Coscarelli,Daniel Roebuck
Marc Levin,Sonja Sohn
Richard Dutcher,Wilford Brimley
Gia Coppola,James Franco
Khalid Mohamed,Karisma Kapoor
Scandar Copti,Shahir Kabaha
Trey Parker,Trey Parker
Kiyoshi Kurosawa,Kôji Yakusho
David Gordon Green,Zooey Deschanel
Finn Taylor,David Arquette
Joshua Oppenheimer,Anwar Congo
Karen Moncrieff,Frances Fisher
Goran Dukic,Leslie Bibb
José Luis Valenzuela,Cheech Marin
Mike Cahill,Steven Yeun
Anthony Powell,Josh Swanson
Efram Potelle,Shiri Appleby
Alex Gibney,Alex Gibney
Rohit Jagessar,Kumar Gaurav
Paul Crowder,Pelé
Griffin Dunne,Mira Sorvino
Johnny Remo,Matthew Ziff
Benjamin Dickinson,Nora Zehetner
Vivek Agnihotri,Emraan Hashmi
Nick Tomnay,David Hyde Pierce
Dan Zukovic,Yul Vazquez
John Hamburg,Harvey Fierstein
Nickolas Perry,Patrick Renna
David Cross,Jason Ritter
Craig Mazin,Judy Greer
Becky Smith,Will Rothhaar
Eric Nicholas,Jordana Spiro
Hal Haberman,Michael Rapaport
Darren Stein,Frances Bay
A. Raven Cruz,Scott Levy
Charlie Levi,Joe Mantegna
Brian Trenchard-Smith,David Keith
Frank Whaley,Lynn Cohen
Amat Escalante,Kenny Johnston
Wajahat Rauf,Rasheed Naz
Katherine Brooks,Ilene Graff
Richard Schenkman,Vanessa Williams
David Slade,Odessa Rae
Ralph Nelson,Cliff Robertson
Blair Erickson,Monique Candelaria
Kat Coiro,Justin Kirk
Elia Kazan,Marlon Brando
Ryan Coogler,Ahna O'Reilly
Maryam Keshavarz,Sarah Kazemy
Jamie Babbit,Katy Mixon
Ramaa Mosley,Jack McBrayer
James Algar,Sam Edwards
Jamie Travis,James Wolk
Charles Herman-Wurmfeld,John Enos III
Natalie Bible',Tommy O'Reilly
Lee Toland Krieger,Ari Graynor
Rich Christiano,Gavin MacLeod
Paul Andrew Williams,Lorraine Stanley
Justin Molotnikov,Jo Hartley
Todd Solondz,Heather Matarazzo
Peter Sollett,Victor Rasuk
Victor Nunez,Allison Dean
Georg Wilhelm Pabst,Louise Brooks
Rod Lurie,Kevin Pollak
Michael Burke,Zachary Knighton
Catherine Jelski,Leslie Bibb
Shane Dawson,Shane Dawson
Ben Wheatley,MyAnna Buring
Ryan Little,Corbin Allred
George Lucas,Harrison Ford
Leslie Small,Isaac C. Singleton Jr.
Matt Maiellaro,Tina Fey
Colin Trevorrow,Mary Lynn Rajskub
Ti West,Lena Dunham
Bernardo Bertolucci,Jean-Louis Trintignant
Neil Burger,Raymond J. Barry
Louis Leterrier,Morgan Freeman
Oliver Blackburn,Julian Morris
Jonathan Levine,Luke Grimes
Joseph Kosinski,Peter Dinklage
Fred Zinnemann,Gary Cooper
Steve James,William Gates
David LaChapelle,Kevin Scott Richardson
Ryan Fleck,Ryan Gosling
Michael Cuesta,Adam LeFevre
Jennifer Wynne Farmer,Irene Bedard
Emily Dell,Aimee Garcia
Christopher Scott Cherot,Hill Harper
Randy Moore,Trey Loney
Chris Atkins,Richard Curtis
Mark Sandrich,Ginger Rogers
Daniel Myrick,Heather Donahue
Michael Wadleigh,Joe Cocker
John Landis,David Zucker
Jon Gunn,Stacy Keach
Richard Montoya,Nicholas Gonzalez
Gene Teigland,Kendyl Joi
Scott Ziehl,William Smith
Johanna Schwartz,Aliou Touré
Richard Lester,Paul McCartney
U. Roberto Romano,
Blaz Zavrsnik,Dario Nozic Serini
Amy Holden Jones,Jamie Lee Curtis
Pan Nalin,Bhole Baba
Alex Kendrick,Kirk Cameron
Joe Camp,Frances Bavier
Chris Kentis,Blanchard Ryan
John 'Bud' Cardos,Woody Strode
Marilyn Agrelo,Heather Berman
Tom McCarthy,Peter Dinklage
Brian Baugh,Randy Wayne
Patrick Creadon,Ken Burns
Barry W. Blaustein,Terry Funk
Kurt Hale,Kirby Heyborne
Joseph Dorman,Rachel Dratch
Siddiq Barmak,Marina Golbahari
Greg Harrison,Rachel True
Kurt Hale,Kirby Heyborne
Michael Polish,Sasha Alexander
Jacob Aaron Estes,Rory Culkin
Joe Swanberg,Olivia Wilde
Morgan J. Freeman,Edie Falco
Eric Schaeffer,Peter Dinklage
Neema Barnette,Monica Calhoun
Gareth Edwards,Scoot McNairy
Steve Buscemi,Kevin Corrigan
Molly Bernstein,David Mamet
Marius A. Markevicius,Tommy Sheppard
Quentin Dupieux,Haley Ramm
Tom DiCillo,Brad Pitt
C. Jay Cox,Tori Spelling
Alex Smith,Ryan Gosling
Sol Tryon,Jim Gaffigan
Stephen Kijak,Brian Eno
Jonathan Parker,Keith Carradine
Catherine Gund,Elizabeth Streb
Alex Craig Mann,Justin Chon
Ol Parker,Jeremy Irvine
Marc Forster,Radha Mitchell
Oren Peli,Micah Sloat
Matty Rich,Lawrence Gilliard Jr.
Hans Canosa,Olivia Wilde
Lloyd Kaufman,John Karyus
Kay Pollak,Michael Nyqvist
Lloyd Bacon,Ginger Rogers
Whit Stillman,Chris Eigeman
Sue Corcoran,Tony Doupe
Jeremy Saulnier,Devin Ratray
Jared Hess,Jon Heder
Terry Gilliam,Eric Idle
Richard Glatzer,Emily Rios
Stacy Peralta,Tony Alva
Jonathan Caouette,Greg Ayres
Ray Griggs,Bill Farmer
Ari Kirschenbaum,R. Brandon Johnson
Harry Beaumont,Anita Page
Sam Raimi,Ted Raimi
Franck Khalfoun,America Olivo
Sam Firstenberg,Michael Dudikoff
Henry Alex Rubin,Mark Zupan
Paul Fierlinger,Isabella Rossellini
Doug Block,Carol Block
Frank Capra,Claudette Colbert
Yorgos Lanthimos,Angeliki Papoulia
Gavin O'Connor,Kimberly J. Brown
Lauren Lazin,James Cagney
Peter Hedges,Oliver Platt
Cédric Klapisch,Simon Abkarian
Kelly Reichardt,John Robinson
Kelly Reichardt,Daniel London
Jean-Luc Godard,Jean-Paul Belmondo
Eric Mendelsohn,Embeth Davidtz
Florence Ayisi,Vera Ngassa
Michael Roemer,Yaphet Kotto
Pan Nalin,
Jesse Peretz,Robert John Burke
Eddie O'Flaherty,Don Wallace
Bruce Dellis,Tatyana Ali
Craig Zobel,Dreama Walker
Herb Freed,Linnea Quigley
Kevin Smith,Matt Damon
Nicole Holofcener,Aunjanue Ellis
Justin Lin,Parry Shen
Drake Doremus,Jennifer Lawrence
Maria Maggenti,Nicole Ari Parker
Miguel Arteta,Lupe Ontiveros
Piyush Dinker Pandya,Purva Bedi
Vincenzo Natali,David Hewlett
Emma-Kate Croghan,Radha Mitchell
Bill Plympton,Charis Michelsen
Greg Harrison,Amir Talai
Allison Anders,Ally Sheedy
,Shirley Henderson
Paul Schrader,Nolan Gerard Funk
Michael Kang,Samantha Futerman
Lori Silverbush,Judy Marte
Jeff Nichols,Michael Abbott Jr.
Hilary Brougher,James Urbaniak
Zoran Lisinac,Matthew Emerick
King Vidor,John Gilbert
Ward Roberts,Sid Haig
Tom Putnam,Brendan Doogie Milewski
Jon Shear,Dan Futterman
Eugène Lourié,Kenneth Tobey
Al Silliman Jr.,Christina Hart
George Miller,Hugh Keays-Byrne
Doug Liman,Jon Favreau
David G. Evans,Michael Joiner
Lowell Sherman,Mae West
Maurizio Benazzo,The Dalai Lama
Ava DuVernay,Omari Hardwick
Justin Dillon,Matisyahu
Sherman Alexie,William Joseph Elk III
Jay Duplass,Greta Gerwig
Stevan Mena,R. Brandon Johnson
Marianna Palka,Bryce Dallas Howard
Chris Marker,Marina Vlady
Livingston Oden,Susan Chambers
Ricki Stern,Darryl Hunt
Andrew Haigh,Tom Cullen
Spike Lee,S. Epatha Merkerson
Mike Cahill,Robin Lord Taylor
Michel Orion Scott,Temple Grandin
Melvin Van Peebles,John Amos
John Carney,Glen Hansard
Gary Winick,Bebe Neuwirth
Robinson Devor,Marilyn Rising
Dena Seidel,Naderev Sano
Sara Newens,Ariel Hsing
Michael Moore,Michael Moore
Zal Batmanglij,Christopher Denham
Lynn Shelton,Mark Duplass
Nate Parker,Jason Stuart
Nathan Smith Jones,Richard Moll
Travis Cluff,Pfeifer Brown
David Lynch,Hal Landon Jr.
Robert Townsend,Robert Townsend
Harry F. Millarde,Stephen Carr
Peter Chelsom,Kieran Culkin
Jamaa Fanaka,Leon Isaac Kennedy
Larry Blamire,Fay Masterson
E.L. Katz,Brighton Sharbino
Jason Miller,Jon Brion
Kirk Loudon,Barry Corbin
Joe Swanberg,Anna Kendrick
Sut Jhally,Noam Chomsky
Mike Flanagan,Justin Gordon
Darren Aronofsky,Mark Margolis
Julie Davis,Jack McGee
Myles Berkowitz,Tia Carrere
Morgan Spurlock,Chemeeka Walker
Daniel Schechter,Lena Dunham
Edward Burns,Shari Albert
Bruno Barreto,Marcello Mastroianni
Lena Dunham,Lena Dunham
William Eubank,Lin Shaye
Jem Cohen,
David Gordon Green,Paul Schneider
Kevin Jordan,Derick Martini
Bradley Rust Gray,Zoe Kazan
Travis Legge,Elissa Dowling
Martin Scorsese,Ringo Starr
Mike Bruce,Joseph Campanella
Andrew Bujalski,Andrew Bujalski
Andrew Bujalski,Andrew Bujalski
Ben Wheatley,Michael Smiley
Kevin Smith,Jason Mewes
James Bidgood,Don Brooks
Neil LaBute,Stacy Edwards
Richard Linklater,Tommy Pallotta
Jay Duplass,Mark Duplass
Daryl Wein,Zoe Lister-Jones
John Waters,Divine
Olivier Assayas,Maggie Cheung
Tadeo Garcia,Tatiana Suarez-Pico
Ash Baron-Cohen,Peter Greene
Edward Burns,Kerry Bishé
Robert Rodriguez,Carlos Gallardo
Shane Carruth,Shane Carruth
Neill Dela Llana,Ian Gamazon
Anthony Vallone,Richard Jewell
Daniel Hsia,Alan Ruck
Jon Gunn,John August
